"Date","Price","Open","High","Low","Vol.","Change %"
"26-10-2017","33,147.13","33,025.17","33,196.17","32,835.06","16.01M","0.32%"
"25-10-2017","33,042.50","32,995.28","33,117.33","32,804.60","30.82M","1.33%"
"24-10-2017","32,607.34","32,619.26","32,670.37","32,502.08","8.74M","0.31%"
"23-10-2017","32,506.72","32,411.86","32,614.89","32,312.74","8.65M","0.36%"
"19-10-2017","32,389.96","32,656.75","32,663.06","32,319.37","2.59M","-0.60%"
"18-10-2017","32,584.35","32,518.56","32,670.32","32,462.85","14.50M","-0.08%"
"17-10-2017","32,609.16","32,654.41","32,699.86","32,556.74","5.74M","-0.08%"
"16-10-2017","32,633.64","32,488.23","32,687.32","32,445.43","9.46M","0.62%"
"13-10-2017","32,432.69","32,247.74","32,508.59","32,247.74","15.97M","0.78%"
"12-10-2017","32,182.22","31,887.47","32,209.03","31,813.67","8.02M","1.09%"
"11-10-2017","31,833.99","31,975.59","32,098.46","31,769.40","8.87M","-0.28%"
"10-10-2017","31,924.41","31,910.82","31,994.77","31,896.90","7.37M","0.24%"
"09-10-2017","31,846.89","31,862.20","31,935.63","31,781.75","6.05M","0.10%"
"06-10-2017","31,814.22","31,633.34","31,844.28","31,632.81","8.59M","0.70%"
"05-10-2017","31,592.03","31,725.85","31,772.41","31,562.25","6.14M","-0.25%"
"04-10-2017","31,671.71","31,522.17","31,752.16","31,457.78","6.12M","0.55%"
"03-10-2017","31,497.38","31,537.81","31,615.28","31,440.48","7.30M","0.68%"
"29-09-2017","31,283.72","31,367.25","31,523.87","31,243.71","7.91M","0.00%"
"28-09-2017","31,282.48","31,216.36","31,340.91","31,081.83","8.56M","0.39%"
"27-09-2017","31,159.81","31,785.24","31,797.46","31,100.80","10.13M","-1.39%"
"26-09-2017","31,599.76","31,685.81","31,693.59","31,455.65","10.29M","-0.08%"
"25-09-2017","31,626.63","31,986.40","32,016.52","31,474.56","12.59M","-0.93%"
"22-09-2017","31,922.44","32,339.50","32,342.81","31,886.09","9.90M","-1.38%"
"21-09-2017","32,370.04","32,406.42","32,462.61","32,164.42","9.02M","-0.09%"
"20-09-2017","32,400.51","32,467.10","32,499.88","32,383.82","10.76M","-0.01%"
"19-09-2017","32,402.37","32,522.44","32,524.11","32,358.63","59.19M","-0.07%"
"18-09-2017","32,423.76","32,361.37","32,508.06","32,361.25","9.83M","0.47%"
"15-09-2017","32,272.61","32,207.63","32,356.11","32,138.38","9.23M","0.10%"
"14-09-2017","32,241.93","32,289.26","32,328.61","32,186.84","9.42M","0.17%"
"13-09-2017","32,186.41","32,188.95","32,348.30","32,126.77","9.16M","0.09%"
"12-09-2017","32,158.66","32,029.15","32,172.46","31,950.24","7.20M","0.87%"
"11-09-2017","31,882.16","31,798.31","31,952.87","31,797.89","9.05M","0.61%"
"08-09-2017","31,687.52","31,694.15","31,763.70","31,619.00","8.00M","0.08%"
"07-09-2017","31,662.74","31,738.74","31,814.96","31,620.44","10.50M","0.00%"
"06-09-2017","31,661.97","31,713.50","31,727.85","31,586.53","7.55M","-0.46%"
"05-09-2017","31,809.55","31,755.16","31,863.47","31,674.23","8.22M","0.34%"
"04-09-2017","31,702.25","31,932.20","31,932.20","31,560.32","7.80M","-0.60%"
"01-09-2017","31,892.23","31,769.34","31,944.10","31,707.27","6.77M","0.51%"
"31-08-2017","31,730.49","31,685.44","31,757.18","31,551.85","18.50M","0.27%"
"30-08-2017","31,646.46","31,534.57","31,727.98","31,533.02","5.57M","0.82%"
"29-08-2017","31,388.39","31,724.84","31,739.80","31,360.81","6.99M","-1.14%"
"28-08-2017","31,750.82","31,756.87","31,809.70","31,701.67","10.45M","0.49%"
"24-08-2017","31,596.06","31,673.44","31,678.19","31,546.05","9.22M","0.09%"
"23-08-2017","31,568.01","31,407.47","31,593.39","31,379.25","10.28M","0.88%"
"22-08-2017","31,291.85","31,393.93","31,484.28","31,241.50","11.14M","0.11%"
"21-08-2017","31,258.85","31,609.93","31,641.81","31,220.53","24.33M","-0.84%"
"18-08-2017","31,524.68","31,729.88","31,729.88","31,349.13","16.88M","-0.85%"
"17-08-2017","31,795.46","31,919.17","31,937.51","31,714.10","8.83M","0.08%"
"16-08-2017","31,770.89","31,566.24","31,805.99","31,399.35","12.91M","1.02%"
"14-08-2017","31,449.03","31,299.52","31,526.40","31,298.90","9.95M","0.75%"
"11-08-2017","31,213.59","31,355.92","31,379.20","31,128.02","15.66M","-1.01%"
"10-08-2017","31,531.33","31,750.73","31,756.27","31,422.80","13.41M","-0.84%"
"09-08-2017","31,797.84","31,926.14","31,967.28","31,731.91","9.63M","-0.68%"
"08-08-2017","32,014.19","32,341.05","32,354.77","31,915.20","9.65M","-0.80%"
"07-08-2017","32,273.67","32,377.80","32,396.14","32,235.82","10.69M","-0.16%"
"04-08-2017","32,325.41","32,191.12","32,352.19","32,107.99","11.61M","0.27%"
"03-08-2017","32,237.88","32,502.55","32,502.55","32,194.58","12.96M","-0.74%"
"02-08-2017","32,476.74","32,641.58","32,686.48","32,394.89","10.77M","-0.30%"
"01-08-2017","32,575.17","32,579.80","32,632.02","32,462.25","9.28M","0.19%"
"31-07-2017","32,514.94","32,412.20","32,546.50","32,324.45","13.48M","0.63%"
"28-07-2017","32,309.88","32,381.36","32,381.36","32,104.66","11.62M","-0.23%"
"27-07-2017","32,383.30","32,519.44","32,672.66","32,325.33","11.21M","0.00%"
"26-07-2017","32,382.46","32,255.99","32,413.63","32,226.08","12.84M","0.48%"
"25-07-2017","32,228.27","32,350.71","32,374.30","32,196.86","14.53M","-0.05%"
"24-07-2017","32,245.87","32,100.22","32,320.86","32,058.33","11.90M","0.68%"
"21-07-2017","32,028.89","32,035.88","32,062.23","31,808.93","18.56M","0.39%"
"20-07-2017","31,904.40","32,033.82","32,057.12","31,859.50","11.51M","-0.16%"
"19-07-2017","31,955.35","31,882.80","31,978.89","31,793.72","11.73M","0.77%"
"18-07-2017","31,710.99","31,775.54","31,911.61","31,626.44","22.31M","-1.13%"
"17-07-2017","32,074.78","32,053.98","32,131.92","32,037.21","10.64M","0.17%"
"14-07-2017","32,020.75","32,099.93","32,109.75","31,897.87","7.40M","-0.05%"
"13-07-2017","32,037.38","31,896.23","32,091.52","31,892.63","10.84M","0.73%"
"12-07-2017","31,804.82","31,813.24","31,865.69","31,731.43","8.65M","0.18%"
"11-07-2017","31,747.09","31,789.50","31,885.11","31,718.48","9.41M","0.10%"
"10-07-2017","31,715.64","31,510.62","31,768.39","31,471.41","39.12M","1.13%"
"07-07-2017","31,360.63","31,373.52","31,426.29","31,286.62","6.42M","-0.03%"
"06-07-2017","31,369.34","31,298.42","31,460.70","31,264.86","10.35M","0.40%"
"05-07-2017","31,245.56","31,272.72","31,284.64","31,177.78","6.65M","0.11%"
"04-07-2017","31,209.79","31,331.21","31,353.46","31,166.37","9.02M","-0.04%"
"03-07-2017","31,221.62","31,156.04","31,258.33","31,017.11","8.27M","0.97%"
"30-06-2017","30,921.61","30,824.97","30,965.45","30,680.66","9.47M","0.21%"
"29-06-2017","30,857.52","30,910.97","31,097.92","30,794.61","12.70M","0.08%"
"28-06-2017","30,834.32","30,988.87","31,000.48","30,798.70","10.24M","-0.40%"
"27-06-2017","30,958.25","31,194.68","31,294.96","30,847.08","15.80M","-0.58%"
"23-06-2017","31,138.21","31,352.57","31,365.39","31,110.39","92.47M","-0.49%"
"22-06-2017","31,290.74","31,351.53","31,522.87","31,255.63","10.47M","0.02%"
"21-06-2017","31,283.64","31,302.18","31,336.44","31,193.61","36.84M","-0.04%"
"20-06-2017","31,297.53","31,392.53","31,392.53","31,261.49","8.25M","-0.04%"
"19-06-2017","31,311.57","31,168.98","31,362.15","31,163.35","7.66M","0.82%"
"16-06-2017","31,056.40","31,160.47","31,182.73","31,017.18","13.65M","-0.06%"
"15-06-2017","31,075.73","31,222.89","31,229.44","31,026.48","13.06M","-0.26%"
"14-06-2017","31,155.91","31,147.69","31,190.36","31,054.94","13.11M","0.17%"
"13-06-2017","31,103.49","31,091.10","31,260.77","31,062.34","13.72M","0.03%"
"12-06-2017","31,095.70","31,225.43","31,225.43","31,044.28","6.95M","-0.53%"
"09-06-2017","31,262.06","31,196.86","31,289.99","31,087.28","10.08M","0.16%"
"08-06-2017","31,213.36","31,316.91","31,354.51","31,193.77","14.43M","-0.19%"
"07-06-2017","31,271.28","31,252.71","31,346.99","31,172.98","9.83M","0.26%"
"06-06-2017","31,190.56","31,420.85","31,430.32","31,172.55","14.00M","-0.38%"
"05-06-2017","31,309.49","31,274.74","31,355.42","31,198.22","9.31M","0.12%"
"02-06-2017","31,273.29","31,205.37","31,332.56","31,190.40","8.76M","0.44%"
"01-06-2017","31,137.59","31,117.09","31,213.12","31,062.02","8.61M","-0.03%"
"31-05-2017","31,145.80","31,222.51","31,255.28","31,107.48","13.44M","-0.04%"
"30-05-2017","31,159.40","31,111.73","31,220.38","31,064.04","9.93M","0.16%"
"29-05-2017","31,109.28","30,944.38","31,214.39","30,869.90","15.36M","0.26%"
"26-05-2017","31,028.21","30,765.77","31,074.07","30,745.57","15.14M","0.90%"
"25-05-2017","30,750.03","30,374.81","30,793.43","30,352.26","10.30M","1.48%"
"24-05-2017","30,301.64","30,446.77","30,534.15","30,247.60","11.74M","-0.21%"
"23-05-2017","30,365.25","30,553.89","30,610.64","30,316.92","19.27M","-0.67%"
"22-05-2017","30,570.97","30,638.88","30,712.15","30,516.87","11.82M","0.35%"
"19-05-2017","30,464.92","30,539.65","30,712.35","30,338.52","14.20M","0.10%"
"18-05-2017","30,434.79","30,466.82","30,575.83","30,393.72","16.67M","-0.73%"
"17-05-2017","30,658.77","30,616.53","30,692.45","30,519.14","15.41M","0.25%"
"16-05-2017","30,582.60","30,391.48","30,591.55","30,363.37","14.04M","0.86%"
"15-05-2017","30,322.12","30,287.37","30,357.96","30,273.62","8.22M","0.44%"
"12-05-2017","30,188.15","30,285.61","30,299.74","30,111.45","11.38M","-0.21%"
"11-05-2017","30,250.98","30,309.71","30,366.43","30,207.11","11.04M","0.01%"
"10-05-2017","30,248.17","29,988.78","30,271.60","29,987.44","11.35M","1.05%"
"09-05-2017","29,933.25","29,977.50","30,017.82","29,911.44","8.72M","0.02%"
"08-05-2017","29,926.15","29,915.12","30,016.04","29,877.41","10.26M","0.23%"
"05-05-2017","29,858.80","30,142.14","30,176.55","29,823.60","16.41M","-0.89%"
"04-05-2017","30,126.21","30,069.72","30,169.95","30,007.40","22.96M","0.77%"
"03-05-2017","29,894.80","29,984.95","30,020.59","29,846.57","11.63M","-0.09%"
"02-05-2017","29,921.18","30,021.49","30,069.24","29,804.12","12.09M","0.01%"
"28-04-2017","29,918.40","30,064.60","30,067.64","29,848.21","11.68M","-0.37%"
"27-04-2017","30,029.74","30,141.39","30,184.22","29,973.40","11.00M","-0.34%"
"26-04-2017","30,133.35","30,030.20","30,167.09","29,968.57","11.17M","0.63%"
"25-04-2017","29,943.24","29,825.14","29,961.82","29,780.84","8.94M","0.97%"
"24-04-2017","29,655.84","29,407.68","29,681.33","29,392.99","9.17M","0.99%"
"21-04-2017","29,365.30","29,575.66","29,584.34","29,259.42","11.71M","-0.19%"
"20-04-2017","29,422.39","29,358.59","29,453.06","29,341.68","15.10M","0.29%"
"19-04-2017","29,336.57","29,369.90","29,388.25","29,241.48","11.99M","0.06%"
"18-04-2017","29,319.10","29,487.78","29,701.19","29,286.38","12.49M","-0.32%"
"17-04-2017","29,413.66","29,470.27","29,494.08","29,363.28","6.86M","-0.16%"
"13-04-2017","29,461.45","29,637.12","29,660.48","29,442.26","11.01M","-0.61%"
"12-04-2017","29,643.48","29,838.82","29,838.82","29,549.74","8.83M","-0.49%"
"11-04-2017","29,788.35","29,630.06","29,804.51","29,570.58","11.07M","0.72%"
"10-04-2017","29,575.74","29,752.62","29,831.32","29,553.04","10.98M","-0.44%"
"07-04-2017","29,706.61","29,850.71","29,886.12","29,668.45","15.19M","-0.74%"
"06-04-2017","29,927.34","29,946.89","29,954.25","29,817.59","11.73M","-0.16%"
"05-04-2017","29,974.24","29,996.03","30,007.48","29,817.69","11.51M","0.21%"
"03-04-2017","29,910.22","29,737.73","29,926.94","29,705.72","10.45M","0.98%"
"31-03-2017","29,620.50","29,633.91","29,687.64","29,552.61","12.16M","-0.09%"
"30-03-2017","29,647.42","29,538.03","29,684.54","29,521.65","16.23M","0.39%"
"29-03-2017","29,531.43","29,463.01","29,554.39","29,439.42","42.90M","0.41%"
"28-03-2017","29,409.52","29,301.22","29,442.18","29,301.22","34.53M","0.59%"
"27-03-2017","29,237.15","29,395.68","29,420.70","29,163.54","15.55M","-0.63%"
"24-03-2017","29,421.40","29,350.60","29,539.85","29,350.17","21.66M","0.30%"
"23-03-2017","29,332.16","29,201.01","29,373.79","29,198.08","26.84M","0.56%"
"22-03-2017","29,167.68","29,341.41","29,341.41","29,137.48","15.20M","-1.08%"
"21-03-2017","29,485.45","29,525.88","29,585.05","29,380.14","11.90M","-0.11%"
"20-03-2017","29,518.74","29,653.54","29,699.48","29,482.40","413.18M","-0.44%"
"17-03-2017","29,648.99","29,755.74","29,824.62","29,601.86","14.85M","0.21%"
"16-03-2017","29,585.85","29,482.83","29,614.79","29,482.83","18.96M","0.64%"
"15-03-2017","29,398.11","29,452.86","29,500.08","29,358.91","404.58M","-0.15%"
"14-03-2017","29,442.63","29,437.23","29,561.93","29,356.05","30.08M","1.71%"
"10-03-2017","28,946.23","29,006.00","29,076.63","28,851.04","16.37M","0.06%"
"09-03-2017","28,929.13","28,909.70","28,986.72","28,815.02","413.87M","0.09%"
"08-03-2017","28,901.94","29,021.06","29,022.32","28,815.48","16.81M","-0.34%"
"07-03-2017","28,999.56","29,092.16","29,098.17","28,957.68","10.01M","-0.17%"
"06-03-2017","29,048.19","28,859.21","29,070.20","28,856.12","12.51M","0.75%"
"03-03-2017","28,832.45","28,827.50","28,860.13","28,716.21","9.60M","-0.03%"
"02-03-2017","28,839.79","29,117.38","29,145.62","28,784.31","11.12M","-0.50%"
"01-03-2017","28,984.49","28,849.04","29,029.17","28,824.17","15.04M","0.84%"
"28-02-2017","28,743.32","28,825.19","28,876.54","28,721.12","11.01M","-0.24%"
"27-02-2017","28,812.88","28,910.50","28,961.83","28,791.19","12.41M","-0.28%"
"23-02-2017","28,892.97","28,927.67","29,065.31","28,860.46","18.97M","0.10%"
"22-02-2017","28,864.71","28,822.40","28,963.52","28,789.30","16.80M","0.36%"
"21-02-2017","28,761.59","28,716.70","28,801.00","28,597.33","8.69M","0.35%"
"20-02-2017","28,661.58","28,481.91","28,696.53","28,419.27","9.25M","0.68%"
"17-02-2017","28,468.75","28,670.43","28,726.26","28,410.91","15.53M","0.59%"
"16-02-2017","28,301.27","28,223.85","28,327.84","28,146.19","9.98M","0.52%"
"15-02-2017","28,155.56","28,270.11","28,382.32","28,102.23","18.41M","-0.65%"
"14-02-2017","28,339.31","28,386.12","28,393.42","28,263.45","12.08M","-0.04%"
"13-02-2017","28,351.62","28,450.42","28,458.80","28,197.38","9.65M","0.06%"
"10-02-2017","28,334.25","28,367.17","28,456.18","28,286.80","14.14M","0.02%"
"09-02-2017","28,329.70","28,349.22","28,469.48","28,152.18","10.51M","0.14%"
"08-02-2017","28,289.92","28,386.08","28,391.64","28,149.08","11.23M","-0.16%"
"07-02-2017","28,335.16","28,443.23","28,483.41","28,239.12","11.13M","-0.37%"
"06-02-2017","28,439.28","28,340.39","28,487.28","28,340.39","10.33M","0.70%"
"03-02-2017","28,240.52","28,270.67","28,280.58","28,127.18","11.10M","0.05%"
"02-02-2017","28,226.61","28,167.83","28,299.92","28,070.81","17.75M","0.30%"
"01-02-2017","28,141.64","27,669.08","28,159.54","27,590.10","18.85M","1.76%"
"31-01-2017","27,655.96","27,867.92","27,867.92","27,624.54","10.95M","-0.70%"
"30-01-2017","27,849.56","27,866.80","27,947.37","27,813.32","8.94M","-0.12%"
"27-01-2017","27,882.46","27,761.03","27,980.39","27,759.48","14.67M","0.63%"
"25-01-2017","27,708.14","27,462.83","27,736.83","27,439.68","12.56M","1.21%"
"24-01-2017","27,375.58","27,170.88","27,393.35","27,140.85","6.95M","0.95%"
"23-01-2017","27,117.34","26,990.93","27,167.79","26,963.58","6.77M","0.31%"
"20-01-2017","27,034.50","27,232.69","27,264.41","27,009.81","9.05M","-1.00%"
"19-01-2017","27,308.60","27,253.34","27,348.19","27,219.89","11.15M","0.19%"
"18-01-2017","27,257.64","27,261.76","27,422.67","27,217.65","9.82M","0.08%"
"17-01-2017","27,235.66","27,331.82","27,381.43","27,179.19","8.39M","-0.19%"
"16-01-2017","27,288.17","27,238.35","27,335.08","27,172.68","13.02M","0.18%"
"13-01-2017","27,238.06","27,378.01","27,459.75","27,143.07","10.53M","-0.03%"
"12-01-2017","27,247.16","27,171.66","27,278.93","27,166.69","12.05M","0.39%"
"11-01-2017","27,140.41","26,978.44","27,174.87","26,978.44","12.36M","0.90%"
"10-01-2017","26,899.56","26,811.63","26,914.95","26,804.17","8.93M","0.65%"
"09-01-2017","26,726.55","26,860.81","26,860.88","26,701.18","6.64M","-0.12%"
"06-01-2017","26,759.23","26,929.69","27,009.61","26,733.33","7.96M","-0.44%"
"05-01-2017","26,878.24","26,738.42","26,917.21","26,738.42","10.08M","0.92%"
"04-01-2017","26,633.13","26,677.22","26,723.37","26,606.06","8.34M","-0.04%"
"03-01-2017","26,643.24","26,616.92","26,724.40","26,488.37","10.11M","0.18%"
"02-01-2017","26,595.45","26,711.15","26,720.98","26,447.06","8.20M","-0.12%"
"30-12-2016","26,626.46","26,441.51","26,678.60","26,406.53","8.91M","0.99%"
"29-12-2016","26,366.15","26,429.41","26,429.63","26,166.67","6.93M","0.59%"
"28-12-2016","26,210.68","26,243.19","26,415.05","26,191.72","8.77M","-0.01%"
"27-12-2016","26,213.44","25,815.43","26,249.03","25,803.19","9.05M","1.57%"
"26-12-2016","25,807.10","25,992.41","26,008.57","25,753.74","5.64M","-0.90%"
"23-12-2016","26,040.70","25,959.99","26,143.19","25,872.38","7.69M","0.24%"
"22-12-2016","25,979.60","26,224.07","26,248.45","25,940.14","7.78M","-1.00%"
"21-12-2016","26,242.38","26,368.88","26,396.00","26,213.51","6.29M","-0.25%"
"20-12-2016","26,307.98","26,374.59","26,435.56","26,241.43","7.46M","-0.25%"
"19-12-2016","26,374.70","26,505.66","26,505.66","26,340.38","7.61M","-0.43%"
"16-12-2016","26,489.56","26,548.67","26,594.55","26,455.21","7.80M","-0.11%"
"15-12-2016","26,519.07","26,497.71","26,737.86","26,407.58","13.07M","-0.31%"
"14-12-2016","26,602.84","26,707.91","26,736.34","26,547.05","10.17M","-0.36%"
"13-12-2016","26,697.82","26,607.65","26,724.97","26,494.23","7.16M","0.69%"
"12-12-2016","26,515.24","26,725.31","26,725.31","26,468.59","8.79M","-0.87%"
"09-12-2016","26,747.18","26,787.14","26,803.76","26,707.81","10.12M","0.20%"
"08-12-2016","26,694.28","26,366.52","26,733.87","26,357.35","8.48M","1.74%"
"07-12-2016","26,236.87","26,456.21","26,540.83","26,164.82","10.82M","-0.59%"
"06-12-2016","26,392.76","26,403.62","26,502.43","26,356.02","7.75M","0.17%"
"05-12-2016","26,349.10","26,253.48","26,390.80","26,125.35","13.18M","0.45%"
"02-12-2016","26,230.66","26,437.37","26,463.06","26,182.93","9.88M","-1.24%"
"01-12-2016","26,559.92","26,756.66","26,769.32","26,540.82","11.55M","-0.35%"
"30-11-2016","26,652.81","26,441.02","26,680.55","26,395.50","8.04M","0.98%"
"29-11-2016","26,394.01","26,408.62","26,587.07","26,354.66","9.89M","0.17%"
"28-11-2016","26,350.17","26,303.52","26,413.99","26,183.22","11.20M","0.13%"
"25-11-2016","26,316.34","25,953.24","26,343.95","25,874.45","11.89M","1.76%"
"24-11-2016","25,860.17","26,049.14","26,049.14","25,810.97","8.88M","-0.74%"
"23-11-2016","26,051.81","26,101.33","26,130.49","25,877.16","9.19M","0.35%"
"22-11-2016","25,960.78","25,928.16","26,039.70","25,765.51","8.34M","0.76%"
"21-11-2016","25,765.14","26,246.70","26,270.28","25,717.93","10.24M","-1.47%"
"18-11-2016","26,150.24","26,270.20","26,349.02","26,106.78","9.89M","-0.30%"
"17-11-2016","26,227.62","26,304.90","26,449.87","26,155.40","11.32M","-0.27%"
"16-11-2016","26,298.69","26,508.94","26,621.40","26,239.21","14.60M","-0.02%"
"15-11-2016","26,304.63","26,809.61","26,809.61","26,253.63","16.86M","-1.92%"
"11-11-2016","26,818.82","27,344.85","27,344.85","26,777.18","17.61M","-2.54%"
"10-11-2016","27,517.68","27,605.05","27,743.46","27,252.53","17.12M","0.97%"
"09-11-2016","27,252.53","26,251.38","27,397.38","25,902.45","21.80M","-1.23%"
"08-11-2016","27,591.14","27,537.26","27,646.84","27,406.76","10.48M","0.48%"
"07-11-2016","27,458.99","27,552.27","27,591.15","27,274.15","11.61M","0.68%"
"04-11-2016","27,274.15","27,465.55","27,498.91","27,193.61","25.07M","-0.57%"
"03-11-2016","27,430.28","27,518.06","27,600.74","27,399.26","11.10M","-0.35%"
"02-11-2016","27,527.22","27,679.32","27,679.32","27,500.81","13.43M","-1.25%"
"01-11-2016","27,876.61","27,966.18","28,029.80","27,845.63","10.40M","-0.19%"
"30-10-2016","27,930.21","28,066.32","28,095.71","27,890.14","110.00K","-0.04%"
"28-10-2016","27,941.51","27,983.14","28,000.14","27,789.84","11.74M","0.09%"
"27-10-2016","27,915.90","27,808.63","27,958.13","27,665.60","13.96M","0.29%"
"26-10-2016","27,836.51","28,050.55","28,050.55","27,759.56","14.53M","-0.91%"
"25-10-2016","28,091.42","28,159.09","28,211.41","28,013.69","11.26M","-0.31%"
"24-10-2016","28,179.08","28,156.59","28,256.65","28,075.95","15.55M","0.36%"
"21-10-2016","28,077.18","28,163.41","28,163.41","27,957.92","8.78M","-0.19%"
"20-10-2016","28,129.84","28,031.57","28,212.50","28,031.57","11.61M","0.52%"
"19-10-2016","27,984.37","28,112.36","28,131.07","27,926.17","15.74M","-0.24%"
"18-10-2016","28,050.88","27,656.89","28,064.39","27,652.76","16.16M","1.89%"
"17-10-2016","27,529.97","27,776.14","27,803.21","27,488.30","17.58M","-0.52%"
"14-10-2016","27,673.60","27,712.22","27,763.54","27,548.18","14.42M","0.11%"
"13-10-2016","27,643.11","28,042.62","28,042.62","27,563.84","12.30M","-1.56%"
"10-10-2016","28,082.34","28,144.28","28,216.64","28,068.32","7.13M","0.08%"
"07-10-2016","28,061.14","28,129.22","28,155.68","27,964.91","13.08M","-0.16%"
"06-10-2016","28,106.21","28,298.35","28,328.56","28,031.22","9.43M","-0.41%"
"05-10-2016","28,220.98","28,425.74","28,477.65","28,188.90","11.64M","-0.40%"
"04-10-2016","28,334.55","28,377.64","28,404.70","28,242.25","18.92M","0.32%"
"03-10-2016","28,243.29","27,997.29","28,273.02","27,919.89","11.25M","1.35%"
"30-09-2016","27,865.96","27,807.82","27,955.21","27,716.78","10.76M","0.14%"
"29-09-2016","27,827.53","28,423.14","28,475.57","27,719.92","14.02M","-1.64%"
"28-09-2016","28,292.81","28,198.88","28,378.56","28,198.30","11.09M","0.24%"
"27-09-2016","28,223.70","28,373.02","28,432.74","28,179.34","9.09M","-0.25%"
"26-09-2016","28,294.28","28,630.92","28,630.92","28,272.03","17.07M","-1.30%"
"23-09-2016","28,668.22","28,810.32","28,825.09","28,627.38","13.74M","-0.36%"
"22-09-2016","28,773.13","28,766.94","28,871.92","28,693.07","10.97M","0.93%"
"21-09-2016","28,507.42","28,554.38","28,689.36","28,462.33","12.75M","-0.06%"
"20-09-2016","28,523.20","28,690.66","28,698.81","28,480.53","8.17M","-0.39%"
"19-09-2016","28,634.50","28,626.60","28,714.77","28,552.55","12.97M","0.12%"
"16-09-2016","28,599.03","28,520.30","28,778.64","28,494.59","13.83M","0.66%"
"15-09-2016","28,412.89","28,398.33","28,454.02","28,311.11","9.92M","0.14%"
"14-09-2016","28,372.23","28,345.49","28,416.41","28,259.38","11.93M","0.07%"
"12-09-2016","28,353.54","28,481.09","28,481.11","28,251.31","14.11M","-1.54%"
"09-09-2016","28,797.25","29,062.90","29,062.90","28,755.08","12.11M","-0.85%"
"08-09-2016","29,045.28","28,929.46","29,077.28","28,854.56","15.47M","0.41%"
"07-09-2016","28,926.36","29,035.67","29,067.84","28,911.31","20.40M","-0.18%"
"06-09-2016","28,978.02","28,631.27","29,013.40","28,631.27","18.79M","1.56%"
"02-09-2016","28,532.11","28,498.72","28,581.58","28,427.63","12.38M","0.38%"
"01-09-2016","28,423.48","28,459.09","28,548.85","28,386.61","17.32M","-0.10%"
"31-08-2016","28,452.17","28,372.25","28,532.25","28,363.10","10.74M","0.39%"
"30-08-2016","28,343.01","28,012.46","28,478.02","28,010.66","10.88M","1.58%"
"29-08-2016","27,902.66","27,827.26","27,952.85","27,698.71","12.24M","0.43%"
"26-08-2016","27,782.25","27,882.75","27,935.88","27,696.99","9.44M","-0.19%"
"25-08-2016","27,835.91","28,103.60","28,154.21","27,803.24","6.90M","-0.80%"
"24-08-2016","28,059.94","28,065.25","28,108.39","27,959.87","8.34M","0.25%"
"23-08-2016","27,990.21","28,012.56","28,028.98","27,854.43","12.79M","0.02%"
"22-08-2016","27,985.54","28,088.07","28,143.28","27,918.05","13.00M","-0.33%"
"19-08-2016","28,077.00","28,167.66","28,212.30","28,026.12","16.11M","-0.17%"
"18-08-2016","28,123.44","28,077.64","28,214.17","28,077.00","12.88M","0.42%"
"17-08-2016","28,005.37","28,061.79","28,174.30","27,960.14","12.02M","-0.21%"
"16-08-2016","28,064.61","28,190.04","28,199.10","27,942.65","15.04M","-0.31%"
"12-08-2016","28,152.40","27,919.95","28,203.27","27,900.91","21.64M","1.05%"
"11-08-2016","27,859.60","27,805.94","27,902.39","27,697.33","10.24M","0.31%"
"10-08-2016","27,774.88","28,133.36","28,143.28","27,736.62","15.89M","-1.10%"
"09-08-2016","28,085.16","28,289.22","28,289.96","27,956.77","14.62M","-0.35%"
"08-08-2016","28,182.57","28,181.92","28,226.38","28,128.06","20.93M","0.37%"
"05-08-2016","28,078.35","27,810.55","28,110.37","27,795.74","14.10M","1.31%"
"04-08-2016","27,714.37","27,899.88","27,921.91","27,627.97","15.03M","0.06%"
"03-08-2016","27,697.51","28,008.52","28,015.43","27,647.14","12.24M","-1.02%"
"02-08-2016","27,981.71","28,069.12","28,175.22","27,943.91","10.42M","-0.08%"
"01-08-2016","28,003.12","28,083.08","28,284.85","27,873.53","14.11M","-0.17%"
"29-07-2016","28,051.86","28,232.87","28,233.47","28,037.87","11.86M","-0.56%"
"28-07-2016","28,208.62","28,108.78","28,240.20","28,064.90","15.10M","0.66%"
"27-07-2016","28,024.33","27,976.14","28,210.88","27,899.93","10.72M","0.17%"
"26-07-2016","27,976.52","28,121.37","28,149.53","27,927.13","11.41M","-0.42%"
"25-07-2016","28,095.34","27,753.96","28,110.37","27,736.51","15.84M","1.05%"
"22-07-2016","27,803.24","27,721.72","27,832.45","27,646.21","9.78M","0.33%"
"21-07-2016","27,710.52","27,980.07","27,988.76","27,687.54","12.57M","-0.74%"
"20-07-2016","27,915.89","27,775.70","27,935.18","27,759.71","12.90M","0.46%"
"19-07-2016","27,787.62","27,790.05","27,826.69","27,637.98","17.26M","0.15%"
"18-07-2016","27,746.66","27,920.66","28,013.50","27,697.69","21.13M","-0.32%"
"15-07-2016","27,836.50","27,966.14","28,048.70","27,735.87","16.78M","-0.38%"
"14-07-2016","27,942.11","27,857.80","27,967.77","27,763.15","10.77M","0.46%"
"13-07-2016","27,815.18","27,912.14","27,928.76","27,752.14","18.12M","0.03%"
"12-07-2016","27,808.14","27,667.81","27,828.74","27,667.81","12.60M","0.66%"
